"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,1,281,27,254,6,"menor a 7 dias","entre 7 y 14 dias"
"2",2,3,183,237,54,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"3",3,3,344,357,13,4,"mayor a 14 dias","mayor a 14 dias"
"4",4,2,84,609,525,10,"mayor a 14 dias","menor a 7 dias"
"5",5,3,276,259,16,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"6",6,4,90,161,70,4,"menor a 7 dias","menor a 7 dias"
"7",7,1,191,462,272,8,"mayor a 14 dias","entre 7 y 14 dias"
"8",8,2,21,44,23,7,"menor a 7 dias","menor a 7 dias"
"9",9,3,226,498,272,8,"mayor a 14 dias","entre 7 y 14 dias"
"10",10,6,131,570,440,7,"mayor a 14 dias","menor a 7 dias"
"11",11,2,406,159,248,9,"menor a 7 dias","mayor a 14 dias"
"12",12,1,512,76,436,6,"menor a 7 dias","mayor a 14 dias"
"13",13,4,307,285,21,5,"entre 7 y 14 dias","entre 7 y 14 dias"
"14",14,2,121,256,135,16,"entre 7 y 14 dias","menor a 7 dias"
"15",15,2,179,218,39,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"16",16,3,133,144,11,13,"menor a 7 dias","menor a 7 dias"
"17",17,3,706,18,689,5,"menor a 7 dias","mayor a 14 dias"
"18",18,3,238,350,113,10,"mayor a 14 dias","entre 7 y 14 dias"
"19",19,1,264,90,174,9,"menor a 7 dias","entre 7 y 14 dias"
"20",20,2,311,258,53,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"21",21,5,268,159,108,4,"menor a 7 dias","entre 7 y 14 dias"
"22",22,3,381,184,197,4,"entre 7 y 14 dias","mayor a 14 dias"
"23",23,2,194,56,138,4,"menor a 7 dias","entre 7 y 14 dias"
"24",24,4,216,325,109,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"25",25,3,604,121,484,8,"menor a 7 dias","mayor a 14 dias"
"26",26,4,596,341,255,16,"mayor a 14 dias","mayor a 14 dias"
"27",27,1,132,109,24,4,"menor a 7 dias","menor a 7 dias"
"28",28,2,109,136,27,10,"menor a 7 dias","menor a 7 dias"
"29",29,4,205,236,31,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"30",30,3,212,6,207,4,"menor a 7 dias","entre 7 y 14 dias"
"31",31,6,382,904,522,10,"mayor a 14 dias","mayor a 14 dias"
"32",32,2,107,470,363,8,"mayor a 14 dias","menor a 7 dias"
"33",33,2,572,557,16,12,"mayor a 14 dias","mayor a 14 dias"
"34",34,6,256,497,241,12,"mayor a 14 dias","entre 7 y 14 dias"
"35",35,2,306,210,96,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"36",36,1,303,673,369,4,"mayor a 14 dias","entre 7 y 14 dias"
"37",37,1,28,72,44,16,"menor a 7 dias","menor a 7 dias"
"38",38,3,196,61,135,4,"menor a 7 dias","entre 7 y 14 dias"
"39",39,3,71,64,7,4,"menor a 7 dias","menor a 7 dias"
"40",40,1,281,92,189,9,"menor a 7 dias","entre 7 y 14 dias"
"41",41,5,544,325,219,7,"entre 7 y 14 dias","mayor a 14 dias"
"42",42,1,228,8,220,7,"menor a 7 dias","entre 7 y 14 dias"
"43",43,2,539,497,42,4,"mayor a 14 dias","mayor a 14 dias"
"44",44,3,413,181,232,4,"entre 7 y 14 dias","mayor a 14 dias"
"45",45,2,201,117,85,16,"menor a 7 dias","entre 7 y 14 dias"
"46",46,3,98,329,230,16,"entre 7 y 14 dias","menor a 7 dias"
"47",47,3,248,145,103,1,"menor a 7 dias","entre 7 y 14 dias"
"48",48,6,101,101,1,7,"menor a 7 dias","menor a 7 dias"
"49",49,2,265,113,152,14,"menor a 7 dias","entre 7 y 14 dias"
"50",50,5,139,101,38,16,"menor a 7 dias","menor a 7 dias"
"51",51,3,403,255,148,1,"entre 7 y 14 dias","mayor a 14 dias"
"52",52,3,99,132,33,4,"menor a 7 dias","menor a 7 dias"
"53",53,5,182,732,550,6,"mayor a 14 dias","entre 7 y 14 dias"
"54",54,6,158,94,64,4,"menor a 7 dias","menor a 7 dias"
"55",55,2,223,229,6,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"56",56,1,490,166,324,10,"menor a 7 dias","mayor a 14 dias"
"57",57,3,83,449,367,7,"mayor a 14 dias","menor a 7 dias"
"58",58,3,137,28,108,9,"menor a 7 dias","menor a 7 dias"
"59",59,1,79,176,96,7,"entre 7 y 14 dias","menor a 7 dias"
"60",60,3,369,261,108,16,"entre 7 y 14 dias","mayor a 14 dias"
"61",61,2,38,555,518,6,"mayor a 14 dias","menor a 7 dias"
"62",62,4,388,335,53,7,"entre 7 y 14 dias","mayor a 14 dias"
"63",63,4,279,228,51,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"64",64,5,78,38,40,16,"menor a 7 dias","menor a 7 dias"
"65",65,6,138,403,265,10,"mayor a 14 dias","menor a 7 dias"
"66",66,4,50,76,26,4,"menor a 7 dias","menor a 7 dias"
"67",67,2,385,107,278,16,"menor a 7 dias","mayor a 14 dias"
"68",68,4,124,68,56,4,"menor a 7 dias","menor a 7 dias"
"69",69,5,509,347,162,16,"mayor a 14 dias","mayor a 14 dias"
"70",70,1,323,445,123,5,"mayor a 14 dias","entre 7 y 14 dias"
"71",71,1,208,875,667,6,"mayor a 14 dias","entre 7 y 14 dias"
"72",72,3,117,14,103,14,"menor a 7 dias","menor a 7 dias"
"73",73,1,220,1064,843,7,"mayor a 14 dias","entre 7 y 14 dias"
"74",74,2,331,77,254,3,"menor a 7 dias","entre 7 y 14 dias"
"75",75,3,271,522,252,1,"mayor a 14 dias","entre 7 y 14 dias"
"76",76,4,217,115,103,5,"menor a 7 dias","entre 7 y 14 dias"
"77",77,3,722,459,263,4,"mayor a 14 dias","mayor a 14 dias"
"78",78,6,186,149,36,10,"menor a 7 dias","entre 7 y 14 dias"
"79",79,4,560,163,397,8,"menor a 7 dias","mayor a 14 dias"
"80",80,4,243,108,135,1,"menor a 7 dias","entre 7 y 14 dias"
"81",81,5,263,226,37,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"82",82,2,218,364,146,10,"mayor a 14 dias","entre 7 y 14 dias"
"83",83,1,387,132,255,4,"menor a 7 dias","mayor a 14 dias"
"84",84,1,280,156,125,7,"menor a 7 dias","entre 7 y 14 dias"
"85",85,3,557,781,224,9,"mayor a 14 dias","mayor a 14 dias"
"86",86,3,387,148,238,15,"menor a 7 dias","mayor a 14 dias"
"87",87,3,108,777,669,12,"mayor a 14 dias","menor a 7 dias"
"88",88,3,407,30,378,16,"menor a 7 dias","mayor a 14 dias"
"89",89,5,431,254,177,9,"entre 7 y 14 dias","mayor a 14 dias"
"90",90,5,394,21,374,4,"menor a 7 dias","mayor a 14 dias"
"91",91,4,349,21,328,1,"menor a 7 dias","mayor a 14 dias"
"92",92,1,209,648,439,16,"mayor a 14 dias","entre 7 y 14 dias"
"93",93,3,388,644,255,14,"mayor a 14 dias","mayor a 14 dias"
"94",94,4,253,13,240,4,"menor a 7 dias","entre 7 y 14 dias"
"95",95,2,599,217,382,6,"entre 7 y 14 dias","mayor a 14 dias"
"96",96,3,169,332,163,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"97",97,6,131,345,214,9,"mayor a 14 dias","menor a 7 dias"
"98",98,6,449,728,278,15,"mayor a 14 dias","mayor a 14 dias"
"99",99,2,385,155,229,4,"menor a 7 dias","mayor a 14 dias"
"100",100,5,479,119,360,10,"menor a 7 dias","mayor a 14 dias"
"101",101,6,537,75,462,16,"menor a 7 dias","mayor a 14 dias"
"102",102,4,267,59,209,13,"menor a 7 dias","entre 7 y 14 dias"
"103",103,1,436,501,64,8,"mayor a 14 dias","mayor a 14 dias"
"104",104,4,435,256,180,10,"entre 7 y 14 dias","mayor a 14 dias"
"105",105,1,40,100,60,3,"menor a 7 dias","menor a 7 dias"
"106",106,4,187,59,128,4,"menor a 7 dias","entre 7 y 14 dias"
"107",107,6,91,734,644,8,"mayor a 14 dias","menor a 7 dias"
"108",108,2,213,15,197,16,"menor a 7 dias","entre 7 y 14 dias"
"109",109,2,344,40,304,16,"menor a 7 dias","mayor a 14 dias"
"110",110,2,156,42,114,7,"menor a 7 dias","menor a 7 dias"
"111",111,2,185,138,47,4,"menor a 7 dias","entre 7 y 14 dias"
"112",112,3,193,19,174,8,"menor a 7 dias","entre 7 y 14 dias"
"113",113,4,367,37,329,4,"menor a 7 dias","mayor a 14 dias"
"114",114,3,316,150,166,3,"menor a 7 dias","entre 7 y 14 dias"
"115",115,6,440,192,247,11,"entre 7 y 14 dias","mayor a 14 dias"
"116",116,5,140,242,102,7,"entre 7 y 14 dias","menor a 7 dias"
"117",117,2,85,133,49,10,"menor a 7 dias","menor a 7 dias"
"118",118,2,361,463,102,14,"mayor a 14 dias","mayor a 14 dias"
"119",119,2,145,100,45,4,"menor a 7 dias","menor a 7 dias"
"120",120,2,299,128,170,1,"menor a 7 dias","entre 7 y 14 dias"
"121",121,1,453,101,351,10,"menor a 7 dias","mayor a 14 dias"
"122",122,1,306,601,295,4,"mayor a 14 dias","entre 7 y 14 dias"
"123",123,1,498,279,219,7,"entre 7 y 14 dias","mayor a 14 dias"
"124",124,1,228,192,36,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"125",125,5,478,258,219,2,"entre 7 y 14 dias","mayor a 14 dias"
"126",126,1,779,103,676,16,"menor a 7 dias","mayor a 14 dias"
"127",127,3,397,161,236,4,"menor a 7 dias","mayor a 14 dias"
"128",128,2,251,381,130,8,"mayor a 14 dias","entre 7 y 14 dias"
"129",129,2,588,294,294,9,"entre 7 y 14 dias","mayor a 14 dias"
"130",130,3,287,189,98,11,"entre 7 y 14 dias","entre 7 y 14 dias"
"131",131,3,409,256,153,5,"entre 7 y 14 dias","mayor a 14 dias"
"132",132,3,204,361,157,16,"mayor a 14 dias","entre 7 y 14 dias"
"133",133,3,284,207,77,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"134",134,2,54,157,103,16,"menor a 7 dias","menor a 7 dias"
"135",135,5,71,39,33,16,"menor a 7 dias","menor a 7 dias"
"136",136,2,403,387,16,15,"mayor a 14 dias","mayor a 14 dias"
"137",137,4,131,104,27,10,"menor a 7 dias","menor a 7 dias"
"138",138,1,105,78,27,8,"menor a 7 dias","menor a 7 dias"
"139",139,1,81,160,79,2,"menor a 7 dias","menor a 7 dias"
"140",140,3,136,273,138,8,"entre 7 y 14 dias","menor a 7 dias"
"141",141,2,56,66,10,3,"menor a 7 dias","menor a 7 dias"
"142",142,5,203,268,65,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"143",143,2,126,618,492,3,"mayor a 14 dias","menor a 7 dias"
"144",144,2,430,3,427,9,"menor a 7 dias","mayor a 14 dias"
"145",145,2,128,1037,909,13,"mayor a 14 dias","menor a 7 dias"
"146",146,1,419,2,417,4,"menor a 7 dias","mayor a 14 dias"
"147",147,3,111,991,880,11,"mayor a 14 dias","menor a 7 dias"
"148",148,2,308,24,284,7,"menor a 7 dias","entre 7 y 14 dias"
"149",149,5,399,448,49,10,"mayor a 14 dias","mayor a 14 dias"
"150",150,1,119,584,466,10,"mayor a 14 dias","menor a 7 dias"
"151",151,2,217,434,217,4,"mayor a 14 dias","entre 7 y 14 dias"
"152",152,3,431,857,426,15,"mayor a 14 dias","mayor a 14 dias"
"153",153,6,337,5,332,11,"menor a 7 dias","mayor a 14 dias"
"154",154,6,387,168,219,4,"entre 7 y 14 dias","mayor a 14 dias"
"155",155,3,388,286,102,4,"entre 7 y 14 dias","mayor a 14 dias"
"156",156,2,97,21,76,6,"menor a 7 dias","menor a 7 dias"
"157",157,3,101,137,36,7,"menor a 7 dias","menor a 7 dias"
"158",158,5,277,119,158,7,"menor a 7 dias","entre 7 y 14 dias"
"159",159,4,274,147,127,8,"menor a 7 dias","entre 7 y 14 dias"
"160",160,1,289,170,119,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"161",161,2,377,28,349,4,"menor a 7 dias","mayor a 14 dias"
"162",162,3,164,211,47,4,"entre 7 y 14 dias","menor a 7 dias"
"163",163,2,194,12,182,11,"menor a 7 dias","entre 7 y 14 dias"
"164",164,1,182,21,161,15,"menor a 7 dias","entre 7 y 14 dias"
"165",165,3,237,39,199,6,"menor a 7 dias","entre 7 y 14 dias"
"166",166,2,299,56,243,1,"menor a 7 dias","entre 7 y 14 dias"
"167",167,6,291,149,142,11,"menor a 7 dias","entre 7 y 14 dias"
"168",168,1,366,728,362,8,"mayor a 14 dias","mayor a 14 dias"
"169",169,4,656,290,366,8,"entre 7 y 14 dias","mayor a 14 dias"
"170",170,1,200,134,66,4,"menor a 7 dias","entre 7 y 14 dias"
"171",171,5,64,63,0,10,"menor a 7 dias","menor a 7 dias"
"172",172,3,200,230,30,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"173",173,3,121,73,48,10,"menor a 7 dias","menor a 7 dias"
"174",174,2,466,63,403,16,"menor a 7 dias","mayor a 14 dias"
"175",175,3,244,217,26,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"176",176,2,466,332,134,10,"entre 7 y 14 dias","mayor a 14 dias"
"177",177,3,262,87,175,5,"menor a 7 dias","entre 7 y 14 dias"
"178",178,1,242,48,195,6,"menor a 7 dias","entre 7 y 14 dias"
"179",179,6,469,313,156,6,"entre 7 y 14 dias","mayor a 14 dias"
"180",180,4,189,16,172,11,"menor a 7 dias","entre 7 y 14 dias"
"181",181,2,603,64,538,6,"menor a 7 dias","mayor a 14 dias"
"182",182,4,238,50,188,9,"menor a 7 dias","entre 7 y 14 dias"
"183",183,4,309,34,276,6,"menor a 7 dias","entre 7 y 14 dias"
"184",184,3,446,262,184,16,"entre 7 y 14 dias","mayor a 14 dias"
"185",185,2,359,182,177,4,"entre 7 y 14 dias","mayor a 14 dias"
"186",186,4,96,531,435,12,"mayor a 14 dias","menor a 7 dias"
"187",187,4,225,723,499,10,"mayor a 14 dias","entre 7 y 14 dias"
"188",188,2,698,6,692,4,"menor a 7 dias","mayor a 14 dias"
"189",189,2,254,59,195,5,"menor a 7 dias","entre 7 y 14 dias"
"190",190,2,135,204,69,16,"entre 7 y 14 dias","menor a 7 dias"
"191",191,6,143,508,366,7,"mayor a 14 dias","menor a 7 dias"
"192",192,4,135,83,53,13,"menor a 7 dias","menor a 7 dias"
"193",193,6,199,1111,912,3,"mayor a 14 dias","entre 7 y 14 dias"
"194",194,2,261,84,176,7,"menor a 7 dias","entre 7 y 14 dias"
"195",195,4,115,30,85,7,"menor a 7 dias","menor a 7 dias"
"196",196,1,424,329,95,7,"entre 7 y 14 dias","mayor a 14 dias"
"197",197,2,260,236,23,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"198",198,6,89,84,4,16,"menor a 7 dias","menor a 7 dias"
"199",199,3,153,411,258,15,"mayor a 14 dias","menor a 7 dias"
"200",200,3,304,21,283,6,"menor a 7 dias","entre 7 y 14 dias"
