"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,3,107,60,47,1,"menor a 7 dias","menor a 7 dias"
"2",2,1,65,1736,1671,8,"mayor a 14 dias","menor a 7 dias"
"3",3,4,174,373,199,8,"mayor a 14 dias","entre 7 y 14 dias"
"4",4,3,646,382,264,9,"mayor a 14 dias","mayor a 14 dias"
"5",5,1,218,35,182,7,"menor a 7 dias","entre 7 y 14 dias"
"6",6,3,395,134,261,4,"menor a 7 dias","mayor a 14 dias"
"7",7,2,177,837,660,4,"mayor a 14 dias","entre 7 y 14 dias"
"8",8,3,129,647,518,7,"mayor a 14 dias","menor a 7 dias"
"9",9,6,74,225,151,2,"entre 7 y 14 dias","menor a 7 dias"
"10",10,5,180,139,41,6,"menor a 7 dias","entre 7 y 14 dias"
"11",11,1,32,95,63,13,"menor a 7 dias","menor a 7 dias"
"12",12,2,71,295,224,16,"entre 7 y 14 dias","menor a 7 dias"
"13",13,1,227,65,162,8,"menor a 7 dias","entre 7 y 14 dias"
"14",14,5,389,130,259,1,"menor a 7 dias","mayor a 14 dias"
"15",15,3,174,419,245,15,"mayor a 14 dias","entre 7 y 14 dias"
"16",16,6,362,247,115,7,"entre 7 y 14 dias","mayor a 14 dias"
"17",17,2,360,8,352,3,"menor a 7 dias","mayor a 14 dias"
"18",18,1,369,370,1,9,"mayor a 14 dias","mayor a 14 dias"
"19",19,3,102,786,684,8,"mayor a 14 dias","menor a 7 dias"
"20",20,1,754,180,574,16,"entre 7 y 14 dias","mayor a 14 dias"
"21",21,1,146,180,34,3,"entre 7 y 14 dias","menor a 7 dias"
"22",22,3,278,154,124,16,"menor a 7 dias","entre 7 y 14 dias"
"23",23,1,107,93,15,10,"menor a 7 dias","menor a 7 dias"
"24",24,2,404,204,201,10,"entre 7 y 14 dias","mayor a 14 dias"
"25",25,1,720,263,457,6,"entre 7 y 14 dias","mayor a 14 dias"
