"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,5,127,307,180,7,"entre 7 y 14 dias","menor a 7 dias"
"2",2,3,479,45,434,8,"menor a 7 dias","mayor a 14 dias"
"3",3,2,252,297,45,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"4",4,4,357,53,305,7,"menor a 7 dias","mayor a 14 dias"
"5",5,2,398,334,64,4,"entre 7 y 14 dias","mayor a 14 dias"
"6",6,3,466,257,209,10,"entre 7 y 14 dias","mayor a 14 dias"
"7",7,3,81,438,357,7,"mayor a 14 dias","menor a 7 dias"
"8",8,6,403,104,300,4,"menor a 7 dias","mayor a 14 dias"
"9",9,4,427,488,62,4,"mayor a 14 dias","mayor a 14 dias"
"10",10,4,522,134,388,16,"menor a 7 dias","mayor a 14 dias"
"11",11,3,524,258,267,7,"entre 7 y 14 dias","mayor a 14 dias"
"12",12,4,291,162,129,8,"menor a 7 dias","entre 7 y 14 dias"
"13",13,3,285,81,204,12,"menor a 7 dias","entre 7 y 14 dias"
"14",14,4,168,140,27,8,"menor a 7 dias","entre 7 y 14 dias"
"15",15,5,271,1732,1461,8,"mayor a 14 dias","entre 7 y 14 dias"
"16",16,6,345,98,247,10,"menor a 7 dias","mayor a 14 dias"
"17",17,2,232,107,125,16,"menor a 7 dias","entre 7 y 14 dias"
"18",18,1,69,123,54,16,"menor a 7 dias","menor a 7 dias"
"19",19,1,310,307,3,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"20",20,5,232,156,75,10,"menor a 7 dias","entre 7 y 14 dias"
"21",21,1,150,46,104,6,"menor a 7 dias","menor a 7 dias"
"22",22,3,111,515,404,7,"mayor a 14 dias","menor a 7 dias"
"23",23,4,338,195,143,16,"entre 7 y 14 dias","mayor a 14 dias"
"24",24,1,193,23,171,10,"menor a 7 dias","entre 7 y 14 dias"
"25",25,2,614,172,442,16,"entre 7 y 14 dias","mayor a 14 dias"
"26",26,6,281,594,313,16,"mayor a 14 dias","entre 7 y 14 dias"
"27",27,3,411,68,343,4,"menor a 7 dias","mayor a 14 dias"
"28",28,3,194,58,136,8,"menor a 7 dias","entre 7 y 14 dias"
"29",29,4,376,196,180,5,"entre 7 y 14 dias","mayor a 14 dias"
"30",30,3,103,3,100,9,"menor a 7 dias","menor a 7 dias"
"31",31,1,143,61,82,4,"menor a 7 dias","menor a 7 dias"
"32",32,3,187,664,477,13,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,2,195,39,156,7,"menor a 7 dias","entre 7 y 14 dias"
"34",34,2,266,875,610,1,"mayor a 14 dias","entre 7 y 14 dias"
"35",35,3,128,1163,1035,3,"mayor a 14 dias","menor a 7 dias"
"36",36,4,365,21,344,16,"menor a 7 dias","mayor a 14 dias"
"37",37,1,183,31,152,6,"menor a 7 dias","entre 7 y 14 dias"
"38",38,1,514,669,155,5,"mayor a 14 dias","mayor a 14 dias"
"39",39,3,208,541,333,4,"mayor a 14 dias","entre 7 y 14 dias"
"40",40,6,262,24,238,14,"menor a 7 dias","entre 7 y 14 dias"
"41",41,5,432,154,278,9,"menor a 7 dias","mayor a 14 dias"
"42",42,2,94,191,97,10,"entre 7 y 14 dias","menor a 7 dias"
"43",43,1,197,39,158,3,"menor a 7 dias","entre 7 y 14 dias"
"44",44,2,291,25,266,16,"menor a 7 dias","entre 7 y 14 dias"
"45",45,1,53,493,440,8,"mayor a 14 dias","menor a 7 dias"
"46",46,3,212,7,205,16,"menor a 7 dias","entre 7 y 14 dias"
"47",47,1,172,429,256,14,"mayor a 14 dias","entre 7 y 14 dias"
