"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,1,180,156,25,3,"menor a 7 dias","entre 7 y 14 dias"
"2",2,1,252,169,83,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"3",3,3,322,213,110,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"4",4,1,255,199,57,2,"entre 7 y 14 dias","entre 7 y 14 dias"
"5",5,3,266,286,21,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"6",6,2,284,323,39,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"7",7,1,255,76,179,9,"menor a 7 dias","entre 7 y 14 dias"
"8",8,3,66,77,11,8,"menor a 7 dias","menor a 7 dias"
"9",9,6,339,220,119,3,"entre 7 y 14 dias","mayor a 14 dias"
"10",10,3,367,117,250,7,"menor a 7 dias","mayor a 14 dias"
"11",11,1,190,109,81,1,"menor a 7 dias","entre 7 y 14 dias"
"12",12,3,348,666,317,1,"mayor a 14 dias","mayor a 14 dias"
"13",13,1,236,98,137,3,"menor a 7 dias","entre 7 y 14 dias"
"14",14,3,254,317,63,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"15",15,2,521,157,364,5,"menor a 7 dias","mayor a 14 dias"
"16",16,3,403,55,347,6,"menor a 7 dias","mayor a 14 dias"
"17",17,1,183,328,145,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"18",18,4,151,95,55,5,"menor a 7 dias","menor a 7 dias"
"19",19,3,183,117,65,8,"menor a 7 dias","entre 7 y 14 dias"
"20",20,1,329,346,17,9,"mayor a 14 dias","entre 7 y 14 dias"
"21",21,1,363,273,90,4,"entre 7 y 14 dias","mayor a 14 dias"
"22",22,4,126,218,92,15,"entre 7 y 14 dias","menor a 7 dias"
"23",23,1,127,770,643,8,"mayor a 14 dias","menor a 7 dias"
"24",24,3,412,192,220,5,"entre 7 y 14 dias","mayor a 14 dias"
"25",25,1,383,233,150,16,"entre 7 y 14 dias","mayor a 14 dias"
"26",26,1,282,654,372,8,"mayor a 14 dias","entre 7 y 14 dias"
"27",27,4,374,51,324,4,"menor a 7 dias","mayor a 14 dias"
"28",28,4,253,135,118,6,"menor a 7 dias","entre 7 y 14 dias"
"29",29,3,268,66,203,7,"menor a 7 dias","entre 7 y 14 dias"
"30",30,3,154,77,77,4,"menor a 7 dias","menor a 7 dias"
"31",31,2,659,158,501,10,"menor a 7 dias","mayor a 14 dias"
"32",32,3,315,370,56,10,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,2,476,119,357,9,"menor a 7 dias","mayor a 14 dias"
"34",34,2,50,66,16,10,"menor a 7 dias","menor a 7 dias"
"35",35,5,325,51,274,8,"menor a 7 dias","entre 7 y 14 dias"
"36",36,5,266,628,362,6,"mayor a 14 dias","entre 7 y 14 dias"
"37",37,1,211,407,196,8,"mayor a 14 dias","entre 7 y 14 dias"
"38",38,1,128,262,134,16,"entre 7 y 14 dias","menor a 7 dias"
"39",39,6,135,115,20,15,"menor a 7 dias","menor a 7 dias"
"40",40,5,280,292,12,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"41",41,2,170,158,12,16,"menor a 7 dias","entre 7 y 14 dias"
"42",42,6,477,146,331,8,"menor a 7 dias","mayor a 14 dias"
"43",43,1,67,505,438,16,"mayor a 14 dias","menor a 7 dias"
"44",44,3,87,508,421,16,"mayor a 14 dias","menor a 7 dias"
"45",45,4,355,227,128,6,"entre 7 y 14 dias","mayor a 14 dias"
"46",46,1,302,28,274,14,"menor a 7 dias","entre 7 y 14 dias"
"47",47,4,288,35,254,9,"menor a 7 dias","entre 7 y 14 dias"
"48",48,1,232,13,219,8,"menor a 7 dias","entre 7 y 14 dias"
"49",49,2,512,234,278,4,"entre 7 y 14 dias","mayor a 14 dias"
"50",50,3,488,368,120,16,"mayor a 14 dias","mayor a 14 dias"
"51",51,5,314,210,103,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"52",52,3,157,128,29,14,"menor a 7 dias","menor a 7 dias"
"53",53,3,93,186,93,16,"entre 7 y 14 dias","menor a 7 dias"
"54",54,2,121,129,8,13,"menor a 7 dias","menor a 7 dias"
"55",55,3,174,60,115,6,"menor a 7 dias","entre 7 y 14 dias"
"56",56,2,219,340,121,7,"mayor a 14 dias","entre 7 y 14 dias"
"57",57,4,220,525,305,4,"mayor a 14 dias","entre 7 y 14 dias"
"58",58,3,340,45,295,3,"menor a 7 dias","mayor a 14 dias"
"59",59,5,90,659,568,6,"mayor a 14 dias","menor a 7 dias"
"60",60,3,560,41,520,16,"menor a 7 dias","mayor a 14 dias"
"61",61,2,509,531,22,8,"mayor a 14 dias","mayor a 14 dias"
"62",62,1,536,1005,468,8,"mayor a 14 dias","mayor a 14 dias"
"63",63,5,243,61,182,8,"menor a 7 dias","entre 7 y 14 dias"
"64",64,1,220,499,279,7,"mayor a 14 dias","entre 7 y 14 dias"
"65",65,1,326,1207,881,16,"mayor a 14 dias","entre 7 y 14 dias"
"66",66,2,200,90,110,7,"menor a 7 dias","entre 7 y 14 dias"
"67",67,3,218,381,163,1,"mayor a 14 dias","entre 7 y 14 dias"
"68",68,3,28,403,374,3,"mayor a 14 dias","menor a 7 dias"
"69",69,6,116,6,111,5,"menor a 7 dias","menor a 7 dias"
"70",70,3,264,351,87,4,"mayor a 14 dias","entre 7 y 14 dias"
"71",71,2,242,225,17,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"72",72,3,239,900,661,8,"mayor a 14 dias","entre 7 y 14 dias"
"73",73,3,302,38,264,4,"menor a 7 dias","entre 7 y 14 dias"
"74",74,3,220,301,81,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"75",75,4,118,126,9,6,"menor a 7 dias","menor a 7 dias"
"76",76,3,161,88,73,5,"menor a 7 dias","menor a 7 dias"
"77",77,1,694,33,661,10,"menor a 7 dias","mayor a 14 dias"
"78",78,5,158,94,64,8,"menor a 7 dias","menor a 7 dias"
"79",79,2,34,364,330,4,"mayor a 14 dias","menor a 7 dias"
"80",80,1,324,189,135,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"81",81,2,68,55,13,4,"menor a 7 dias","menor a 7 dias"
"82",82,2,188,460,271,6,"mayor a 14 dias","entre 7 y 14 dias"
"83",83,3,464,130,334,11,"menor a 7 dias","mayor a 14 dias"
"84",84,4,194,132,63,7,"menor a 7 dias","entre 7 y 14 dias"
"85",85,3,162,284,122,12,"entre 7 y 14 dias","menor a 7 dias"
"86",86,1,377,604,228,10,"mayor a 14 dias","mayor a 14 dias"
"87",87,3,67,81,14,3,"menor a 7 dias","menor a 7 dias"
"88",88,2,275,116,160,6,"menor a 7 dias","entre 7 y 14 dias"
"89",89,5,152,562,410,1,"mayor a 14 dias","menor a 7 dias"
"90",90,1,564,192,372,4,"entre 7 y 14 dias","mayor a 14 dias"
"91",91,3,300,318,19,5,"entre 7 y 14 dias","entre 7 y 14 dias"
"92",92,1,424,378,46,4,"mayor a 14 dias","mayor a 14 dias"
"93",93,1,367,35,332,2,"menor a 7 dias","mayor a 14 dias"
"94",94,2,159,25,134,7,"menor a 7 dias","menor a 7 dias"
"95",95,2,298,189,109,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"96",96,2,237,49,188,16,"menor a 7 dias","entre 7 y 14 dias"
"97",97,3,222,3,219,14,"menor a 7 dias","entre 7 y 14 dias"
"98",98,4,198,250,52,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"99",99,4,304,254,50,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"100",100,5,660,13,646,5,"menor a 7 dias","mayor a 14 dias"
"101",101,2,97,903,807,4,"mayor a 14 dias","menor a 7 dias"
"102",102,2,284,356,72,16,"mayor a 14 dias","entre 7 y 14 dias"
"103",103,6,173,125,49,6,"menor a 7 dias","entre 7 y 14 dias"
