"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,1,529,853,324,8,"mayor a 14 dias","mayor a 14 dias"
"2",2,5,211,471,260,6,"mayor a 14 dias","entre 7 y 14 dias"
"3",3,6,470,270,200,7,"entre 7 y 14 dias","mayor a 14 dias"
"4",4,3,174,182,9,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"5",5,6,352,759,407,5,"mayor a 14 dias","mayor a 14 dias"
"6",6,3,707,86,621,6,"menor a 7 dias","mayor a 14 dias"
"7",7,2,185,166,19,10,"menor a 7 dias","entre 7 y 14 dias"
"8",8,3,433,1932,1499,10,"mayor a 14 dias","mayor a 14 dias"
"9",9,2,227,106,121,7,"menor a 7 dias","entre 7 y 14 dias"
"10",10,3,110,666,556,10,"mayor a 14 dias","menor a 7 dias"
"11",11,1,154,8,146,9,"menor a 7 dias","menor a 7 dias"
"12",12,3,232,125,107,13,"menor a 7 dias","entre 7 y 14 dias"
"13",13,1,520,161,360,7,"menor a 7 dias","mayor a 14 dias"
"14",14,1,192,53,138,9,"menor a 7 dias","entre 7 y 14 dias"
"15",15,4,42,535,493,10,"mayor a 14 dias","menor a 7 dias"
"16",16,2,24,95,71,5,"menor a 7 dias","menor a 7 dias"
"17",17,1,249,372,123,4,"mayor a 14 dias","entre 7 y 14 dias"
"18",18,3,357,115,242,6,"menor a 7 dias","mayor a 14 dias"
"19",19,4,114,617,503,8,"mayor a 14 dias","menor a 7 dias"
"20",20,5,68,222,154,5,"entre 7 y 14 dias","menor a 7 dias"
"21",21,6,284,934,650,7,"mayor a 14 dias","entre 7 y 14 dias"
"22",22,3,287,140,147,2,"menor a 7 dias","entre 7 y 14 dias"
"23",23,3,212,765,553,9,"mayor a 14 dias","entre 7 y 14 dias"
"24",24,6,321,237,84,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"25",25,3,171,21,150,1,"menor a 7 dias","entre 7 y 14 dias"
"26",26,2,163,730,566,12,"mayor a 14 dias","menor a 7 dias"
"27",27,1,171,9,162,8,"menor a 7 dias","entre 7 y 14 dias"
"28",28,3,579,197,382,15,"entre 7 y 14 dias","mayor a 14 dias"
"29",29,6,108,113,5,10,"menor a 7 dias","menor a 7 dias"
"30",30,4,376,332,44,12,"entre 7 y 14 dias","mayor a 14 dias"
"31",31,1,159,835,676,1,"mayor a 14 dias","menor a 7 dias"
"32",32,1,254,408,154,15,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,6,129,147,18,8,"menor a 7 dias","menor a 7 dias"
"34",34,2,316,134,182,9,"menor a 7 dias","entre 7 y 14 dias"
"35",35,1,63,637,574,4,"mayor a 14 dias","menor a 7 dias"
"36",36,1,282,450,168,3,"mayor a 14 dias","entre 7 y 14 dias"
"37",37,6,177,190,12,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"38",38,1,249,288,39,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"39",39,2,227,280,53,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"40",40,3,240,207,32,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"41",41,3,315,428,113,16,"mayor a 14 dias","entre 7 y 14 dias"
"42",42,4,110,341,231,4,"mayor a 14 dias","menor a 7 dias"
"43",43,6,254,38,216,4,"menor a 7 dias","entre 7 y 14 dias"
"44",44,4,434,623,189,7,"mayor a 14 dias","mayor a 14 dias"
"45",45,6,24,249,225,8,"entre 7 y 14 dias","menor a 7 dias"
"46",46,4,495,126,369,1,"menor a 7 dias","mayor a 14 dias"
"47",47,1,446,802,356,2,"mayor a 14 dias","mayor a 14 dias"
"48",48,4,319,128,190,13,"menor a 7 dias","entre 7 y 14 dias"
"49",49,2,227,359,133,16,"mayor a 14 dias","entre 7 y 14 dias"
"50",50,4,210,118,93,14,"menor a 7 dias","entre 7 y 14 dias"
"51",51,3,232,192,40,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"52",52,1,204,948,744,16,"mayor a 14 dias","entre 7 y 14 dias"
"53",53,6,165,157,8,2,"menor a 7 dias","menor a 7 dias"
"54",54,4,76,126,50,16,"menor a 7 dias","menor a 7 dias"
"55",55,3,200,474,274,4,"mayor a 14 dias","entre 7 y 14 dias"
"56",56,1,70,79,9,4,"menor a 7 dias","menor a 7 dias"
"57",57,3,280,763,482,14,"mayor a 14 dias","entre 7 y 14 dias"
"58",58,1,103,25,77,2,"menor a 7 dias","menor a 7 dias"
"59",59,6,355,91,264,5,"menor a 7 dias","mayor a 14 dias"
"60",60,3,113,221,108,4,"entre 7 y 14 dias","menor a 7 dias"
"61",61,3,114,545,431,7,"mayor a 14 dias","menor a 7 dias"
"62",62,1,408,258,150,16,"entre 7 y 14 dias","mayor a 14 dias"
"63",63,6,452,191,261,15,"entre 7 y 14 dias","mayor a 14 dias"
"64",64,5,154,8,146,4,"menor a 7 dias","menor a 7 dias"
"65",65,3,266,616,350,11,"mayor a 14 dias","entre 7 y 14 dias"
"66",66,3,196,335,139,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"67",67,2,128,639,511,10,"mayor a 14 dias","menor a 7 dias"
"68",68,4,172,138,34,6,"menor a 7 dias","entre 7 y 14 dias"
"69",69,2,407,257,151,10,"entre 7 y 14 dias","mayor a 14 dias"
"70",70,4,286,613,327,15,"mayor a 14 dias","entre 7 y 14 dias"
"71",71,3,172,75,96,4,"menor a 7 dias","entre 7 y 14 dias"
"72",72,2,210,84,125,6,"menor a 7 dias","entre 7 y 14 dias"
"73",73,2,259,114,145,4,"menor a 7 dias","entre 7 y 14 dias"
"74",74,5,221,238,18,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"75",75,1,289,337,48,8,"mayor a 14 dias","entre 7 y 14 dias"
"76",76,1,250,378,128,2,"mayor a 14 dias","entre 7 y 14 dias"
"77",77,3,232,70,162,7,"menor a 7 dias","entre 7 y 14 dias"
"78",78,6,108,34,73,3,"menor a 7 dias","menor a 7 dias"
"79",79,2,63,429,365,6,"mayor a 14 dias","menor a 7 dias"
"80",80,2,142,50,92,15,"menor a 7 dias","menor a 7 dias"
"81",81,4,226,106,120,10,"menor a 7 dias","entre 7 y 14 dias"
"82",82,4,724,169,555,16,"entre 7 y 14 dias","mayor a 14 dias"
"83",83,2,272,229,43,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"84",84,1,153,25,127,7,"menor a 7 dias","menor a 7 dias"
"85",85,2,169,159,10,7,"menor a 7 dias","entre 7 y 14 dias"
"86",86,6,43,357,314,16,"mayor a 14 dias","menor a 7 dias"
"87",87,3,189,738,549,7,"mayor a 14 dias","entre 7 y 14 dias"
"88",88,1,621,231,389,10,"entre 7 y 14 dias","mayor a 14 dias"
"89",89,3,271,708,437,7,"mayor a 14 dias","entre 7 y 14 dias"
"90",90,2,140,501,361,7,"mayor a 14 dias","menor a 7 dias"
"91",91,6,809,78,731,7,"menor a 7 dias","mayor a 14 dias"
"92",92,1,299,305,6,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"93",93,3,205,186,19,2,"entre 7 y 14 dias","entre 7 y 14 dias"
"94",94,5,102,96,6,16,"menor a 7 dias","menor a 7 dias"
"95",95,6,242,5,237,16,"menor a 7 dias","entre 7 y 14 dias"
"96",96,3,339,514,175,5,"mayor a 14 dias","mayor a 14 dias"
"97",97,2,360,132,227,10,"menor a 7 dias","mayor a 14 dias"
"98",98,3,193,6,187,16,"menor a 7 dias","entre 7 y 14 dias"
"99",99,5,369,90,279,1,"menor a 7 dias","mayor a 14 dias"
"100",100,5,408,319,89,7,"entre 7 y 14 dias","mayor a 14 dias"
"101",101,3,980,118,861,2,"menor a 7 dias","mayor a 14 dias"
"102",102,3,293,22,271,4,"menor a 7 dias","entre 7 y 14 dias"
"103",103,3,475,744,269,8,"mayor a 14 dias","mayor a 14 dias"
"104",104,3,200,59,141,11,"menor a 7 dias","entre 7 y 14 dias"
"105",105,3,162,293,131,2,"entre 7 y 14 dias","menor a 7 dias"
"106",106,4,375,70,305,10,"menor a 7 dias","mayor a 14 dias"
"107",107,1,434,648,214,7,"mayor a 14 dias","mayor a 14 dias"
"108",108,1,50,379,329,9,"mayor a 14 dias","menor a 7 dias"
"109",109,2,245,398,153,9,"mayor a 14 dias","entre 7 y 14 dias"
"110",110,2,76,10,66,7,"menor a 7 dias","menor a 7 dias"
"111",111,3,402,38,364,4,"menor a 7 dias","mayor a 14 dias"
"112",112,3,150,235,85,4,"entre 7 y 14 dias","menor a 7 dias"
"113",113,3,444,85,360,4,"menor a 7 dias","mayor a 14 dias"
"114",114,2,418,259,159,10,"entre 7 y 14 dias","mayor a 14 dias"
"115",115,3,337,127,210,5,"menor a 7 dias","mayor a 14 dias"
"116",116,4,166,205,39,16,"entre 7 y 14 dias","menor a 7 dias"
"117",117,3,186,665,479,9,"mayor a 14 dias","entre 7 y 14 dias"
"118",118,5,388,268,120,10,"entre 7 y 14 dias","mayor a 14 dias"
"119",119,6,230,57,173,5,"menor a 7 dias","entre 7 y 14 dias"
"120",120,2,92,490,398,7,"mayor a 14 dias","menor a 7 dias"
"121",121,1,105,37,68,7,"menor a 7 dias","menor a 7 dias"
"122",122,1,221,184,37,13,"entre 7 y 14 dias","entre 7 y 14 dias"
"123",123,3,147,165,19,2,"menor a 7 dias","menor a 7 dias"
"124",124,1,129,412,283,10,"mayor a 14 dias","menor a 7 dias"
"125",125,1,377,187,189,1,"entre 7 y 14 dias","mayor a 14 dias"
"126",126,2,97,177,80,6,"entre 7 y 14 dias","menor a 7 dias"
"127",127,4,188,200,12,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"128",128,4,340,6,334,15,"menor a 7 dias","mayor a 14 dias"
"129",129,1,273,87,185,9,"menor a 7 dias","entre 7 y 14 dias"
"130",130,2,227,418,191,8,"mayor a 14 dias","entre 7 y 14 dias"
"131",131,3,30,65,35,16,"menor a 7 dias","menor a 7 dias"
"132",132,3,115,168,53,8,"entre 7 y 14 dias","menor a 7 dias"
"133",133,2,379,47,332,10,"menor a 7 dias","mayor a 14 dias"
"134",134,3,339,239,100,5,"entre 7 y 14 dias","mayor a 14 dias"
"135",135,4,266,140,126,7,"menor a 7 dias","entre 7 y 14 dias"
"136",136,5,607,352,255,4,"mayor a 14 dias","mayor a 14 dias"
"137",137,4,212,193,19,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"138",138,5,237,818,581,10,"mayor a 14 dias","entre 7 y 14 dias"
"139",139,6,339,218,121,4,"entre 7 y 14 dias","mayor a 14 dias"
"140",140,4,67,715,648,11,"mayor a 14 dias","menor a 7 dias"
"141",141,4,316,334,18,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"142",142,2,282,89,193,10,"menor a 7 dias","entre 7 y 14 dias"
"143",143,1,141,242,102,10,"entre 7 y 14 dias","menor a 7 dias"
"144",144,4,222,124,99,8,"menor a 7 dias","entre 7 y 14 dias"
"145",145,2,144,388,244,10,"mayor a 14 dias","menor a 7 dias"
"146",146,1,192,480,288,11,"mayor a 14 dias","entre 7 y 14 dias"
"147",147,5,118,475,358,15,"mayor a 14 dias","menor a 7 dias"
"148",148,1,197,285,88,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"149",149,3,445,157,288,5,"menor a 7 dias","mayor a 14 dias"
"150",150,3,119,80,39,7,"menor a 7 dias","menor a 7 dias"
"151",151,5,424,1023,600,12,"mayor a 14 dias","mayor a 14 dias"
"152",152,1,183,266,84,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"153",153,2,353,451,98,5,"mayor a 14 dias","mayor a 14 dias"
"154",154,4,432,192,240,16,"entre 7 y 14 dias","mayor a 14 dias"
"155",155,6,369,497,128,5,"mayor a 14 dias","mayor a 14 dias"
"156",156,2,404,263,141,7,"entre 7 y 14 dias","mayor a 14 dias"
"157",157,6,191,614,423,12,"mayor a 14 dias","entre 7 y 14 dias"
"158",158,1,494,132,362,4,"menor a 7 dias","mayor a 14 dias"
"159",159,2,441,938,498,10,"mayor a 14 dias","mayor a 14 dias"
"160",160,2,594,12,582,12,"menor a 7 dias","mayor a 14 dias"
"161",161,3,312,476,164,7,"mayor a 14 dias","entre 7 y 14 dias"
"162",162,3,210,123,87,16,"menor a 7 dias","entre 7 y 14 dias"
"163",163,3,178,503,326,6,"mayor a 14 dias","entre 7 y 14 dias"
"164",164,2,209,190,19,9,"entre 7 y 14 dias","entre 7 y 14 dias"
"165",165,6,211,177,34,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"166",166,2,37,19,18,9,"menor a 7 dias","menor a 7 dias"
"167",167,2,87,111,24,4,"menor a 7 dias","menor a 7 dias"
"168",168,3,397,309,88,2,"entre 7 y 14 dias","mayor a 14 dias"
"169",169,3,1024,835,188,10,"mayor a 14 dias","mayor a 14 dias"
"170",170,2,701,154,547,1,"menor a 7 dias","mayor a 14 dias"
"171",171,6,296,76,219,8,"menor a 7 dias","entre 7 y 14 dias"
"172",172,4,226,217,8,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"173",173,6,234,107,127,8,"menor a 7 dias","entre 7 y 14 dias"
"174",174,1,647,193,454,9,"entre 7 y 14 dias","mayor a 14 dias"
"175",175,3,236,617,381,9,"mayor a 14 dias","entre 7 y 14 dias"
"176",176,6,164,103,61,8,"menor a 7 dias","menor a 7 dias"
"177",177,4,483,115,369,6,"menor a 7 dias","mayor a 14 dias"
"178",178,3,51,296,245,5,"entre 7 y 14 dias","menor a 7 dias"
"179",179,2,283,311,28,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"180",180,3,365,529,164,16,"mayor a 14 dias","mayor a 14 dias"
"181",181,5,295,117,178,16,"menor a 7 dias","entre 7 y 14 dias"
"182",182,2,144,139,5,4,"menor a 7 dias","menor a 7 dias"
"183",183,5,201,542,342,4,"mayor a 14 dias","entre 7 y 14 dias"
"184",184,1,86,688,603,6,"mayor a 14 dias","menor a 7 dias"
"185",185,3,133,82,51,4,"menor a 7 dias","menor a 7 dias"
"186",186,4,252,56,195,8,"menor a 7 dias","entre 7 y 14 dias"
"187",187,5,171,81,90,4,"menor a 7 dias","entre 7 y 14 dias"
"188",188,3,183,198,15,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"189",189,2,357,121,236,9,"menor a 7 dias","mayor a 14 dias"
"190",190,1,479,72,408,5,"menor a 7 dias","mayor a 14 dias"
"191",191,2,95,1020,924,11,"mayor a 14 dias","menor a 7 dias"
"192",192,5,379,27,352,4,"menor a 7 dias","mayor a 14 dias"
"193",193,1,196,471,275,9,"mayor a 14 dias","entre 7 y 14 dias"
"194",194,4,197,133,64,15,"menor a 7 dias","entre 7 y 14 dias"
"195",195,1,119,282,162,8,"entre 7 y 14 dias","menor a 7 dias"
"196",196,4,255,166,88,7,"menor a 7 dias","entre 7 y 14 dias"
"197",197,3,181,768,588,11,"mayor a 14 dias","entre 7 y 14 dias"
"198",198,3,196,669,473,4,"mayor a 14 dias","entre 7 y 14 dias"
"199",199,2,623,136,486,5,"menor a 7 dias","mayor a 14 dias"
