"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,2,126,643,516,15,"mayor a 14 dias","menor a 7 dias"
"2",2,4,309,396,86,5,"mayor a 14 dias","entre 7 y 14 dias"
"3",3,3,309,424,116,16,"mayor a 14 dias","entre 7 y 14 dias"
"4",4,1,249,1180,931,3,"mayor a 14 dias","entre 7 y 14 dias"
"5",5,3,282,482,200,4,"mayor a 14 dias","entre 7 y 14 dias"
"6",6,1,716,274,443,1,"entre 7 y 14 dias","mayor a 14 dias"
"7",7,2,268,169,99,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"8",8,2,142,645,503,16,"mayor a 14 dias","menor a 7 dias"
"9",9,3,210,80,129,10,"menor a 7 dias","entre 7 y 14 dias"
"10",10,4,390,129,260,6,"menor a 7 dias","mayor a 14 dias"
"11",11,3,156,235,78,4,"entre 7 y 14 dias","menor a 7 dias"
"12",12,4,416,177,240,7,"entre 7 y 14 dias","mayor a 14 dias"
"13",13,3,115,218,104,8,"entre 7 y 14 dias","menor a 7 dias"
"14",14,3,263,151,112,16,"menor a 7 dias","entre 7 y 14 dias"
"15",15,1,689,276,413,3,"entre 7 y 14 dias","mayor a 14 dias"
"16",16,1,649,96,552,16,"menor a 7 dias","mayor a 14 dias"
"17",17,6,91,123,32,13,"menor a 7 dias","menor a 7 dias"
"18",18,1,332,593,261,4,"mayor a 14 dias","entre 7 y 14 dias"
"19",19,5,364,183,181,5,"entre 7 y 14 dias","mayor a 14 dias"
"20",20,4,220,200,20,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"21",21,4,154,94,60,6,"menor a 7 dias","menor a 7 dias"
"22",22,1,258,175,84,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"23",23,1,525,218,307,6,"entre 7 y 14 dias","mayor a 14 dias"
"24",24,2,702,16,686,8,"menor a 7 dias","mayor a 14 dias"
"25",25,1,356,228,128,13,"entre 7 y 14 dias","mayor a 14 dias"
"26",26,3,506,95,411,4,"menor a 7 dias","mayor a 14 dias"
"27",27,2,990,14,977,16,"menor a 7 dias","mayor a 14 dias"
"28",28,6,743,95,648,8,"menor a 7 dias","mayor a 14 dias"
