"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,3,458,803,345,8,"mayor a 14 dias","mayor a 14 dias"
"2",2,2,276,640,363,9,"mayor a 14 dias","entre 7 y 14 dias"
"3",3,2,89,74,15,16,"menor a 7 dias","menor a 7 dias"
"4",4,1,90,391,301,10,"mayor a 14 dias","menor a 7 dias"
"5",5,4,490,404,87,7,"mayor a 14 dias","mayor a 14 dias"
"6",6,6,136,164,28,8,"menor a 7 dias","menor a 7 dias"
"7",7,2,334,361,27,4,"mayor a 14 dias","entre 7 y 14 dias"
"8",8,3,236,127,109,4,"menor a 7 dias","entre 7 y 14 dias"
"9",9,5,215,29,186,16,"menor a 7 dias","entre 7 y 14 dias"
"10",10,2,161,255,94,7,"entre 7 y 14 dias","menor a 7 dias"
"11",11,4,382,45,336,4,"menor a 7 dias","mayor a 14 dias"
"12",12,3,352,2,350,6,"menor a 7 dias","mayor a 14 dias"
"13",13,5,620,20,600,6,"menor a 7 dias","mayor a 14 dias"
"14",14,2,143,162,19,16,"menor a 7 dias","menor a 7 dias"
"15",15,3,237,137,101,6,"menor a 7 dias","entre 7 y 14 dias"
"16",16,3,160,36,124,5,"menor a 7 dias","menor a 7 dias"
"17",17,3,298,1,297,1,"menor a 7 dias","entre 7 y 14 dias"
"18",18,4,376,15,360,13,"menor a 7 dias","mayor a 14 dias"
"19",19,1,395,439,44,7,"mayor a 14 dias","mayor a 14 dias"
"20",20,2,188,103,85,4,"menor a 7 dias","entre 7 y 14 dias"
"21",21,2,342,567,225,16,"mayor a 14 dias","mayor a 14 dias"
"22",22,5,198,224,26,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"23",23,2,216,40,176,10,"menor a 7 dias","entre 7 y 14 dias"
"24",24,1,319,188,130,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"25",25,2,400,360,41,4,"mayor a 14 dias","mayor a 14 dias"
"26",26,3,142,111,32,1,"menor a 7 dias","menor a 7 dias"
"27",27,1,276,107,169,16,"menor a 7 dias","entre 7 y 14 dias"
"28",28,3,415,388,27,3,"mayor a 14 dias","mayor a 14 dias"
"29",29,3,155,192,37,6,"entre 7 y 14 dias","menor a 7 dias"
"30",30,3,293,341,48,4,"mayor a 14 dias","entre 7 y 14 dias"
"31",31,3,170,200,29,5,"entre 7 y 14 dias","entre 7 y 14 dias"
"32",32,4,216,243,27,3,"entre 7 y 14 dias","entre 7 y 14 dias"
"33",33,1,429,37,392,6,"menor a 7 dias","mayor a 14 dias"
"34",34,5,96,258,163,16,"entre 7 y 14 dias","menor a 7 dias"
"35",35,3,273,158,115,6,"menor a 7 dias","entre 7 y 14 dias"
"36",36,3,127,229,102,14,"entre 7 y 14 dias","menor a 7 dias"
"37",37,3,126,20,106,1,"menor a 7 dias","menor a 7 dias"
"38",38,6,427,17,409,2,"menor a 7 dias","mayor a 14 dias"
"39",39,5,638,999,361,8,"mayor a 14 dias","mayor a 14 dias"
"40",40,1,513,73,440,6,"menor a 7 dias","mayor a 14 dias"
"41",41,3,73,50,23,16,"menor a 7 dias","menor a 7 dias"
"42",42,3,570,22,548,7,"menor a 7 dias","mayor a 14 dias"
"43",43,3,61,271,210,16,"entre 7 y 14 dias","menor a 7 dias"
"44",44,6,247,411,164,4,"mayor a 14 dias","entre 7 y 14 dias"
"45",45,5,416,357,59,6,"mayor a 14 dias","mayor a 14 dias"
"46",46,2,247,1238,991,13,"mayor a 14 dias","entre 7 y 14 dias"
"47",47,1,271,74,197,1,"menor a 7 dias","entre 7 y 14 dias"
"48",48,2,176,55,121,16,"menor a 7 dias","entre 7 y 14 dias"
"49",49,2,81,504,422,11,"mayor a 14 dias","menor a 7 dias"
"50",50,5,74,276,202,16,"entre 7 y 14 dias","menor a 7 dias"
"51",51,6,44,170,125,13,"entre 7 y 14 dias","menor a 7 dias"
"52",52,1,297,39,258,10,"menor a 7 dias","entre 7 y 14 dias"
"53",53,1,305,61,244,15,"menor a 7 dias","entre 7 y 14 dias"
"54",54,3,97,58,39,7,"menor a 7 dias","menor a 7 dias"
"55",55,5,60,302,243,4,"entre 7 y 14 dias","menor a 7 dias"
"56",56,4,481,348,133,14,"mayor a 14 dias","mayor a 14 dias"
"57",57,3,145,204,59,10,"entre 7 y 14 dias","menor a 7 dias"
"58",58,3,216,637,421,6,"mayor a 14 dias","entre 7 y 14 dias"
"59",59,3,267,81,187,4,"menor a 7 dias","entre 7 y 14 dias"
"60",60,3,484,53,431,16,"menor a 7 dias","mayor a 14 dias"
"61",61,6,160,113,47,9,"menor a 7 dias","menor a 7 dias"
"62",62,6,161,350,190,10,"mayor a 14 dias","menor a 7 dias"
"63",63,1,145,268,123,3,"entre 7 y 14 dias","menor a 7 dias"
"64",64,6,253,83,170,16,"menor a 7 dias","entre 7 y 14 dias"
"65",65,3,221,37,183,2,"menor a 7 dias","entre 7 y 14 dias"
"66",66,1,289,58,231,6,"menor a 7 dias","entre 7 y 14 dias"
"67",67,3,109,208,100,8,"entre 7 y 14 dias","menor a 7 dias"
"68",68,1,172,471,299,1,"mayor a 14 dias","entre 7 y 14 dias"
"69",69,3,621,441,180,4,"mayor a 14 dias","mayor a 14 dias"
"70",70,3,599,43,556,16,"menor a 7 dias","mayor a 14 dias"
"71",71,1,164,278,114,10,"entre 7 y 14 dias","menor a 7 dias"
"72",72,1,264,231,32,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"73",73,6,140,122,18,10,"menor a 7 dias","menor a 7 dias"
"74",74,3,91,21,70,5,"menor a 7 dias","menor a 7 dias"
"75",75,5,152,539,388,16,"mayor a 14 dias","menor a 7 dias"
"76",76,3,345,1110,765,7,"mayor a 14 dias","mayor a 14 dias"
"77",77,5,338,106,231,5,"menor a 7 dias","mayor a 14 dias"
"78",78,1,251,151,100,16,"menor a 7 dias","entre 7 y 14 dias"
"79",79,3,373,578,205,16,"mayor a 14 dias","mayor a 14 dias"
"80",80,6,542,212,330,5,"entre 7 y 14 dias","mayor a 14 dias"
"81",81,3,351,2,349,5,"menor a 7 dias","mayor a 14 dias"
"82",82,2,577,369,207,7,"mayor a 14 dias","mayor a 14 dias"
"83",83,2,178,58,120,10,"menor a 7 dias","entre 7 y 14 dias"
"84",84,3,164,133,31,10,"menor a 7 dias","menor a 7 dias"
"85",85,4,134,683,549,5,"mayor a 14 dias","menor a 7 dias"
"86",86,1,90,728,638,16,"mayor a 14 dias","menor a 7 dias"
"87",87,2,377,91,286,9,"menor a 7 dias","mayor a 14 dias"
"88",88,2,90,354,263,15,"mayor a 14 dias","menor a 7 dias"
"89",89,4,406,74,332,14,"menor a 7 dias","mayor a 14 dias"
"90",90,1,81,105,24,5,"menor a 7 dias","menor a 7 dias"
"91",91,6,96,106,10,4,"menor a 7 dias","menor a 7 dias"
"92",92,6,146,69,76,10,"menor a 7 dias","menor a 7 dias"
"93",93,1,146,139,7,2,"menor a 7 dias","menor a 7 dias"
"94",94,2,141,64,77,6,"menor a 7 dias","menor a 7 dias"
"95",95,2,385,460,75,9,"mayor a 14 dias","mayor a 14 dias"
"96",96,2,118,28,91,7,"menor a 7 dias","menor a 7 dias"
"97",97,6,322,49,273,3,"menor a 7 dias","entre 7 y 14 dias"
"98",98,1,457,828,371,4,"mayor a 14 dias","mayor a 14 dias"
"99",99,1,234,9,225,2,"menor a 7 dias","entre 7 y 14 dias"
"100",100,3,185,370,184,16,"mayor a 14 dias","entre 7 y 14 dias"
