"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,2,327,407,80,6,"mayor a 14 dias","entre 7 y 14 dias"
"2",2,2,269,327,58,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"3",3,2,335,183,152,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"4",4,1,407,23,384,4,"menor a 7 dias","mayor a 14 dias"
"5",5,3,284,128,156,16,"menor a 7 dias","entre 7 y 14 dias"
"6",6,3,494,272,223,10,"entre 7 y 14 dias","mayor a 14 dias"
"7",7,4,282,342,60,4,"mayor a 14 dias","entre 7 y 14 dias"
"8",8,1,427,275,153,10,"entre 7 y 14 dias","mayor a 14 dias"
"9",9,1,392,27,365,3,"menor a 7 dias","mayor a 14 dias"
"10",10,1,448,55,393,8,"menor a 7 dias","mayor a 14 dias"
"11",11,2,880,433,447,9,"mayor a 14 dias","mayor a 14 dias"
"12",12,4,128,647,519,8,"mayor a 14 dias","menor a 7 dias"
"13",13,6,97,183,85,4,"entre 7 y 14 dias","menor a 7 dias"
"14",14,1,222,434,212,4,"mayor a 14 dias","entre 7 y 14 dias"
"15",15,3,68,40,27,7,"menor a 7 dias","menor a 7 dias"
"16",16,1,264,162,103,10,"menor a 7 dias","entre 7 y 14 dias"
"17",17,2,203,83,120,4,"menor a 7 dias","entre 7 y 14 dias"
"18",18,3,90,52,39,10,"menor a 7 dias","menor a 7 dias"
"19",19,2,316,383,67,6,"mayor a 14 dias","entre 7 y 14 dias"
"20",20,1,97,120,23,10,"menor a 7 dias","menor a 7 dias"
"21",21,1,67,1449,1382,6,"mayor a 14 dias","menor a 7 dias"
"22",22,1,319,74,246,1,"menor a 7 dias","entre 7 y 14 dias"
"23",23,3,479,318,160,16,"entre 7 y 14 dias","mayor a 14 dias"
"24",24,3,131,80,51,16,"menor a 7 dias","menor a 7 dias"
"25",25,4,211,154,57,5,"menor a 7 dias","entre 7 y 14 dias"
"26",26,3,266,122,144,16,"menor a 7 dias","entre 7 y 14 dias"
"27",27,4,504,528,24,15,"mayor a 14 dias","mayor a 14 dias"
"28",28,3,348,88,259,15,"menor a 7 dias","mayor a 14 dias"
"29",29,1,617,103,514,16,"menor a 7 dias","mayor a 14 dias"
"30",30,2,868,91,777,4,"menor a 7 dias","mayor a 14 dias"
"31",31,2,627,302,325,6,"entre 7 y 14 dias","mayor a 14 dias"
"32",32,6,480,86,394,4,"menor a 7 dias","mayor a 14 dias"
"33",33,3,167,457,290,10,"mayor a 14 dias","menor a 7 dias"
"34",34,1,153,418,266,8,"mayor a 14 dias","menor a 7 dias"
"35",35,2,237,54,182,6,"menor a 7 dias","entre 7 y 14 dias"
"36",36,3,100,15,85,4,"menor a 7 dias","menor a 7 dias"
"37",37,1,163,522,360,4,"mayor a 14 dias","menor a 7 dias"
"38",38,4,304,145,159,14,"menor a 7 dias","entre 7 y 14 dias"
"39",39,1,202,534,333,4,"mayor a 14 dias","entre 7 y 14 dias"
"40",40,1,99,15,84,6,"menor a 7 dias","menor a 7 dias"
"41",41,4,474,315,159,7,"entre 7 y 14 dias","mayor a 14 dias"
"42",42,2,235,370,135,4,"mayor a 14 dias","entre 7 y 14 dias"
"43",43,2,471,208,263,14,"entre 7 y 14 dias","mayor a 14 dias"
"44",44,1,180,455,275,7,"mayor a 14 dias","entre 7 y 14 dias"
"45",45,1,465,165,299,7,"menor a 7 dias","mayor a 14 dias"
"46",46,6,218,358,139,4,"mayor a 14 dias","entre 7 y 14 dias"
"47",47,2,273,589,316,4,"mayor a 14 dias","entre 7 y 14 dias"
"48",48,3,104,4,101,5,"menor a 7 dias","menor a 7 dias"
"49",49,2,271,200,71,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"50",50,5,82,135,53,4,"menor a 7 dias","menor a 7 dias"
"51",51,3,220,154,67,15,"menor a 7 dias","entre 7 y 14 dias"
"52",52,3,136,778,642,10,"mayor a 14 dias","menor a 7 dias"
"53",53,6,81,4,77,10,"menor a 7 dias","menor a 7 dias"
"54",54,5,232,472,240,10,"mayor a 14 dias","entre 7 y 14 dias"
"55",55,2,275,909,634,8,"mayor a 14 dias","entre 7 y 14 dias"
"56",56,2,122,1114,992,8,"mayor a 14 dias","menor a 7 dias"
