"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,1,252,90,162,1,"menor a 7 dias","entre 7 y 14 dias"
"2",2,1,205,640,435,10,"mayor a 14 dias","entre 7 y 14 dias"
"3",3,3,264,404,140,6,"mayor a 14 dias","entre 7 y 14 dias"
"4",4,1,282,393,111,12,"mayor a 14 dias","entre 7 y 14 dias"
"5",5,5,279,305,26,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"6",6,5,74,10,64,4,"menor a 7 dias","menor a 7 dias"
"7",7,1,71,911,840,7,"mayor a 14 dias","menor a 7 dias"
"8",8,1,664,474,190,16,"mayor a 14 dias","mayor a 14 dias"
"9",9,4,314,19,295,4,"menor a 7 dias","entre 7 y 14 dias"
"10",10,5,346,997,651,7,"mayor a 14 dias","mayor a 14 dias"
"11",11,3,360,307,53,7,"entre 7 y 14 dias","mayor a 14 dias"
"12",12,2,89,790,700,6,"mayor a 14 dias","menor a 7 dias"
"13",13,3,307,36,270,16,"menor a 7 dias","entre 7 y 14 dias"
"14",14,1,189,28,161,9,"menor a 7 dias","entre 7 y 14 dias"
"15",15,6,217,315,98,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"16",16,1,307,619,311,16,"mayor a 14 dias","entre 7 y 14 dias"
"17",17,3,516,391,126,9,"mayor a 14 dias","mayor a 14 dias"
"18",18,3,347,34,313,10,"menor a 7 dias","mayor a 14 dias"
"19",19,1,201,59,142,11,"menor a 7 dias","entre 7 y 14 dias"
"20",20,3,447,96,351,7,"menor a 7 dias","mayor a 14 dias"
"21",21,1,456,694,239,10,"mayor a 14 dias","mayor a 14 dias"
"22",22,5,254,56,197,6,"menor a 7 dias","entre 7 y 14 dias"
"23",23,1,170,31,139,16,"menor a 7 dias","entre 7 y 14 dias"
"24",24,3,241,255,13,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"25",25,3,104,656,552,4,"mayor a 14 dias","menor a 7 dias"
"26",26,5,452,226,227,16,"entre 7 y 14 dias","mayor a 14 dias"
"27",27,5,186,2,184,10,"menor a 7 dias","entre 7 y 14 dias"
"28",28,3,153,100,53,1,"menor a 7 dias","menor a 7 dias"
"29",29,4,25,350,325,4,"mayor a 14 dias","menor a 7 dias"
"30",30,2,394,1570,1175,10,"mayor a 14 dias","mayor a 14 dias"
"31",31,2,506,364,142,16,"mayor a 14 dias","mayor a 14 dias"
"32",32,3,204,441,236,11,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,2,217,53,165,10,"menor a 7 dias","entre 7 y 14 dias"
"34",34,3,294,1090,796,8,"mayor a 14 dias","entre 7 y 14 dias"
"35",35,6,213,161,52,4,"menor a 7 dias","entre 7 y 14 dias"
"36",36,1,289,123,167,8,"menor a 7 dias","entre 7 y 14 dias"
"37",37,4,187,177,10,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"38",38,2,336,289,46,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"39",39,2,320,869,548,1,"mayor a 14 dias","entre 7 y 14 dias"
"40",40,4,504,15,489,4,"menor a 7 dias","mayor a 14 dias"
"41",41,4,284,130,154,6,"menor a 7 dias","entre 7 y 14 dias"
"42",42,2,195,142,53,16,"menor a 7 dias","entre 7 y 14 dias"
"43",43,1,385,502,118,16,"mayor a 14 dias","mayor a 14 dias"
"44",44,3,95,197,102,6,"entre 7 y 14 dias","menor a 7 dias"
"45",45,3,41,150,109,10,"menor a 7 dias","menor a 7 dias"
"46",46,2,440,854,414,14,"mayor a 14 dias","mayor a 14 dias"
"47",47,2,153,162,8,16,"menor a 7 dias","menor a 7 dias"
"48",48,2,110,134,24,3,"menor a 7 dias","menor a 7 dias"
"49",49,3,356,79,277,8,"menor a 7 dias","mayor a 14 dias"
"50",50,1,302,71,232,14,"menor a 7 dias","entre 7 y 14 dias"
"51",51,2,172,31,141,4,"menor a 7 dias","entre 7 y 14 dias"
"52",52,6,53,291,238,4,"entre 7 y 14 dias","menor a 7 dias"
"53",53,4,161,156,5,16,"menor a 7 dias","menor a 7 dias"
"54",54,2,98,159,61,11,"menor a 7 dias","menor a 7 dias"
"55",55,4,50,165,115,16,"menor a 7 dias","menor a 7 dias"
"56",56,3,175,52,124,16,"menor a 7 dias","entre 7 y 14 dias"
"57",57,4,297,964,667,13,"mayor a 14 dias","entre 7 y 14 dias"
"58",58,4,213,5,209,16,"menor a 7 dias","entre 7 y 14 dias"
"59",59,2,250,58,192,4,"menor a 7 dias","entre 7 y 14 dias"
"60",60,3,66,817,751,9,"mayor a 14 dias","menor a 7 dias"
"61",61,1,223,320,97,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"62",62,5,161,437,276,9,"mayor a 14 dias","menor a 7 dias"
"63",63,3,464,622,159,10,"mayor a 14 dias","mayor a 14 dias"
"64",64,3,197,319,123,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"65",65,2,498,665,168,1,"mayor a 14 dias","mayor a 14 dias"
"66",66,3,130,256,125,10,"entre 7 y 14 dias","menor a 7 dias"
