"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,6,216,554,338,9,"mayor a 14 dias","entre 7 y 14 dias"
"2",2,3,58,401,343,10,"mayor a 14 dias","menor a 7 dias"
"3",3,2,94,99,5,10,"menor a 7 dias","menor a 7 dias"
"4",4,3,337,36,301,4,"menor a 7 dias","mayor a 14 dias"
"5",5,3,95,185,90,10,"entre 7 y 14 dias","menor a 7 dias"
"6",6,5,123,248,125,9,"entre 7 y 14 dias","menor a 7 dias"
"7",7,2,127,29,98,10,"menor a 7 dias","menor a 7 dias"
"8",8,5,207,43,164,10,"menor a 7 dias","entre 7 y 14 dias"
"9",9,3,303,250,54,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"10",10,4,448,104,344,5,"menor a 7 dias","mayor a 14 dias"
"11",11,2,200,262,61,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"12",12,3,149,302,153,15,"entre 7 y 14 dias","menor a 7 dias"
"13",13,3,168,288,120,2,"entre 7 y 14 dias","entre 7 y 14 dias"
"14",14,3,141,246,105,1,"entre 7 y 14 dias","menor a 7 dias"
"15",15,2,232,8,223,16,"menor a 7 dias","entre 7 y 14 dias"
"16",16,2,218,258,40,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"17",17,3,165,96,69,9,"menor a 7 dias","menor a 7 dias"
"18",18,6,325,72,253,4,"menor a 7 dias","entre 7 y 14 dias"
"19",19,1,247,166,81,16,"menor a 7 dias","entre 7 y 14 dias"
"20",20,3,83,484,401,10,"mayor a 14 dias","menor a 7 dias"
"21",21,6,242,36,206,8,"menor a 7 dias","entre 7 y 14 dias"
"22",22,4,322,8,313,7,"menor a 7 dias","entre 7 y 14 dias"
"23",23,5,329,2,327,8,"menor a 7 dias","entre 7 y 14 dias"
"24",24,3,240,246,6,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"25",25,4,42,100,58,1,"menor a 7 dias","menor a 7 dias"
"26",26,4,460,538,78,14,"mayor a 14 dias","mayor a 14 dias"
"27",27,6,306,289,17,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"28",28,3,314,291,23,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"29",29,2,569,75,494,1,"menor a 7 dias","mayor a 14 dias"
"30",30,6,365,274,92,16,"entre 7 y 14 dias","mayor a 14 dias"
"31",31,1,248,66,182,8,"menor a 7 dias","entre 7 y 14 dias"
"32",32,2,322,349,28,15,"mayor a 14 dias","entre 7 y 14 dias"
"33",33,1,182,80,101,10,"menor a 7 dias","entre 7 y 14 dias"
"34",34,4,344,337,7,5,"mayor a 14 dias","mayor a 14 dias"
"35",35,3,184,313,129,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"36",36,4,122,531,409,4,"mayor a 14 dias","menor a 7 dias"
"37",37,4,146,145,1,1,"menor a 7 dias","menor a 7 dias"
"38",38,2,253,140,113,4,"menor a 7 dias","entre 7 y 14 dias"
"39",39,2,386,243,144,10,"entre 7 y 14 dias","mayor a 14 dias"
"40",40,6,123,464,341,5,"mayor a 14 dias","menor a 7 dias"
"41",41,2,639,108,531,4,"menor a 7 dias","mayor a 14 dias"
"42",42,1,255,1196,941,4,"mayor a 14 dias","entre 7 y 14 dias"
"43",43,1,88,572,484,6,"mayor a 14 dias","menor a 7 dias"
"44",44,2,172,21,152,4,"menor a 7 dias","entre 7 y 14 dias"
"45",45,2,492,721,229,10,"mayor a 14 dias","mayor a 14 dias"
"46",46,2,552,628,76,10,"mayor a 14 dias","mayor a 14 dias"
"47",47,1,95,22,73,8,"menor a 7 dias","menor a 7 dias"
"48",48,6,232,22,210,11,"menor a 7 dias","entre 7 y 14 dias"
"49",49,6,311,52,259,4,"menor a 7 dias","entre 7 y 14 dias"
