"","idnum","Sitio","Pred","Real","Error","NaveDescarga","RealDisc","PredDisc"
"1",1,3,658,666,8,12,"mayor a 14 dias","mayor a 14 dias"
"2",2,6,411,219,192,16,"entre 7 y 14 dias","mayor a 14 dias"
"3",3,1,206,245,40,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"4",4,4,388,38,349,6,"menor a 7 dias","mayor a 14 dias"
"5",5,3,295,290,5,10,"entre 7 y 14 dias","entre 7 y 14 dias"
"6",6,6,275,192,83,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"7",7,5,171,193,22,14,"entre 7 y 14 dias","entre 7 y 14 dias"
"8",8,1,319,44,275,10,"menor a 7 dias","entre 7 y 14 dias"
"9",9,5,115,209,94,6,"entre 7 y 14 dias","menor a 7 dias"
"10",10,3,244,230,15,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"11",11,1,211,37,174,4,"menor a 7 dias","entre 7 y 14 dias"
"12",12,4,167,117,50,3,"menor a 7 dias","menor a 7 dias"
"13",13,3,97,113,16,10,"menor a 7 dias","menor a 7 dias"
"14",14,3,123,92,31,2,"menor a 7 dias","menor a 7 dias"
"15",15,1,307,339,33,2,"mayor a 14 dias","entre 7 y 14 dias"
"16",16,2,248,191,57,4,"entre 7 y 14 dias","entre 7 y 14 dias"
"17",17,2,275,449,174,16,"mayor a 14 dias","entre 7 y 14 dias"
"18",18,3,70,232,162,10,"entre 7 y 14 dias","menor a 7 dias"
"19",19,3,261,30,231,6,"menor a 7 dias","entre 7 y 14 dias"
"20",20,3,316,133,183,16,"menor a 7 dias","entre 7 y 14 dias"
"21",21,1,692,316,376,15,"entre 7 y 14 dias","mayor a 14 dias"
"22",22,2,183,116,67,8,"menor a 7 dias","entre 7 y 14 dias"
"23",23,4,203,26,178,6,"menor a 7 dias","entre 7 y 14 dias"
"24",24,6,143,71,72,6,"menor a 7 dias","menor a 7 dias"
"25",25,6,436,375,61,6,"mayor a 14 dias","mayor a 14 dias"
"26",26,2,405,128,276,15,"menor a 7 dias","mayor a 14 dias"
"27",27,2,57,162,105,16,"menor a 7 dias","menor a 7 dias"
"28",28,1,506,95,411,16,"menor a 7 dias","mayor a 14 dias"
"29",29,3,463,124,339,10,"menor a 7 dias","mayor a 14 dias"
"30",30,3,146,278,133,3,"entre 7 y 14 dias","menor a 7 dias"
"31",31,2,220,69,150,4,"menor a 7 dias","entre 7 y 14 dias"
"32",32,5,204,48,155,10,"menor a 7 dias","entre 7 y 14 dias"
"33",33,5,175,240,65,15,"entre 7 y 14 dias","entre 7 y 14 dias"
"34",34,1,187,138,48,8,"menor a 7 dias","entre 7 y 14 dias"
"35",35,3,154,409,254,4,"mayor a 14 dias","menor a 7 dias"
"36",36,1,174,225,51,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"37",37,5,303,290,12,1,"entre 7 y 14 dias","entre 7 y 14 dias"
"38",38,1,241,222,19,6,"entre 7 y 14 dias","entre 7 y 14 dias"
"39",39,3,222,88,134,4,"menor a 7 dias","entre 7 y 14 dias"
"40",40,3,385,19,366,5,"menor a 7 dias","mayor a 14 dias"
"41",41,2,211,211,1,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"42",42,2,172,88,84,4,"menor a 7 dias","entre 7 y 14 dias"
"43",43,2,319,17,301,5,"menor a 7 dias","entre 7 y 14 dias"
"44",44,6,256,65,191,2,"menor a 7 dias","entre 7 y 14 dias"
"45",45,3,324,13,311,4,"menor a 7 dias","entre 7 y 14 dias"
"46",46,3,73,591,518,8,"mayor a 14 dias","menor a 7 dias"
"47",47,2,263,25,238,15,"menor a 7 dias","entre 7 y 14 dias"
"48",48,5,381,325,56,10,"entre 7 y 14 dias","mayor a 14 dias"
"49",49,2,407,79,328,1,"menor a 7 dias","mayor a 14 dias"
"50",50,5,254,27,228,1,"menor a 7 dias","entre 7 y 14 dias"
"51",51,1,195,367,172,5,"mayor a 14 dias","entre 7 y 14 dias"
"52",52,2,195,951,756,11,"mayor a 14 dias","entre 7 y 14 dias"
"53",53,1,264,236,28,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"54",54,3,270,473,204,10,"mayor a 14 dias","entre 7 y 14 dias"
"55",55,4,695,95,600,1,"menor a 7 dias","mayor a 14 dias"
"56",56,2,176,64,111,6,"menor a 7 dias","entre 7 y 14 dias"
"57",57,4,150,142,8,5,"menor a 7 dias","menor a 7 dias"
"58",58,2,42,202,160,16,"entre 7 y 14 dias","menor a 7 dias"
"59",59,4,593,107,485,8,"menor a 7 dias","mayor a 14 dias"
"60",60,2,285,117,168,6,"menor a 7 dias","entre 7 y 14 dias"
"61",61,2,199,461,262,6,"mayor a 14 dias","entre 7 y 14 dias"
"62",62,1,183,238,55,12,"entre 7 y 14 dias","entre 7 y 14 dias"
"63",63,1,359,72,287,10,"menor a 7 dias","mayor a 14 dias"
"64",64,6,457,612,155,5,"mayor a 14 dias","mayor a 14 dias"
"65",65,1,359,239,120,10,"entre 7 y 14 dias","mayor a 14 dias"
"66",66,1,127,218,91,14,"entre 7 y 14 dias","menor a 7 dias"
"67",67,1,242,1323,1081,7,"mayor a 14 dias","entre 7 y 14 dias"
"68",68,3,637,450,187,5,"mayor a 14 dias","mayor a 14 dias"
"69",69,6,421,14,407,7,"menor a 7 dias","mayor a 14 dias"
"70",70,1,309,283,26,16,"entre 7 y 14 dias","entre 7 y 14 dias"
"71",71,1,254,305,52,8,"entre 7 y 14 dias","entre 7 y 14 dias"
"72",72,2,289,24,265,10,"menor a 7 dias","entre 7 y 14 dias"
"73",73,3,294,158,136,4,"menor a 7 dias","entre 7 y 14 dias"
"74",74,3,311,235,76,7,"entre 7 y 14 dias","entre 7 y 14 dias"
"75",75,6,239,64,175,16,"menor a 7 dias","entre 7 y 14 dias"
